Source,Target,Type,Id,Label,timeset,Weight
301336888,73272828,Undirected,72366,,,1
301336888,102318620,Undirected,72367,,,1
301336888,151725827,Undirected,72368,,,1
301336888,153204015,Undirected,72369,,,1
301336888,112752674,Undirected,72370,,,1
301336888,205445869,Undirected,72371,,,1
492304759,2455124,Undirected,72372,,,1
492304759,24547229,Undirected,72373,,,1
492304759,36756507,Undirected,72374,,,1
492304759,108180241,Undirected,72375,,,1
492304759,112463747,Undirected,72376,,,1
492304759,126692297,Undirected,72377,,,1
492304759,341065906,Undirected,72378,,,1
492304759,489373999,Undirected,72379,,,1
492304759,503138605,Undirected,72380,,,1
492304759,255355694,Undirected,72381,,,1
492304759,255085858,Undirected,72382,,,1
492304759,211194578,Undirected,72383,,,1
492304759,163420963,Undirected,72384,,,1
455388163,142632180,Undirected,72385,,,1
455388163,238984841,Undirected,72386,,,1
455388163,246134027,Undirected,72387,,,1
455388163,272217186,Undirected,72388,,,1
455388163,286118912,Undirected,72389,,,1
455388163,326193480,Undirected,72390,,,1
455388163,328558533,Undirected,72391,,,1
455388163,339992367,Undirected,72392,,,1
455388163,343179231,Undirected,72393,,,1
455388163,363654891,Undirected,72394,,,1
455388163,371326720,Undirected,72395,,,1
455388163,382528021,Undirected,72396,,,1
455388163,406955770,Undirected,72397,,,1
455388163,417693424,Undirected,72398,,,1
455388163,459013785,Undirected,72399,,,1
455388163,489091135,Undirected,72400,,,1
79619063,130229441,Undirected,72401,,,1
79619063,131355690,Undirected,72402,,,1
79619063,142632180,Undirected,72403,,,1
79619063,145379012,Undirected,72404,,,1
79619063,151978478,Undirected,72405,,,1
79619063,167028125,Undirected,72406,,,1
79619063,174582691,Undirected,72407,,,1
79619063,177974964,Undirected,72408,,,1
79619063,182793830,Undirected,72409,,,1
79619063,240804007,Undirected,72410,,,1
79619063,293400897,Undirected,72411,,,1
79619063,298711059,Undirected,72412,,,1
79619063,363112213,Undirected,72413,,,1
172208616,7212979,Undirected,72414,,,1
172208616,70492813,Undirected,72415,,,1
172208616,40362866,Undirected,72416,,,1
172208616,16132186,Undirected,72417,,,1
172208616,120179319,Undirected,72418,,,1
172208616,169422154,Undirected,72419,,,1
172208616,64073049,Undirected,72420,,,1
172208616,73272828,Undirected,72421,,,1
172208616,112463747,Undirected,72422,,,1
172208616,73815532,Undirected,72423,,,1
172208616,205445869,Undirected,72424,,,1
172208616,67452079,Undirected,72425,,,1
172208616,121715946,Undirected,72426,,,1
172208616,65109381,Undirected,72427,,,1
240804007,71883143,Undirected,72428,,,1
240804007,194331076,Undirected,72429,,,1
240804007,165479849,Undirected,72430,,,1
240804007,73815532,Undirected,72431,,,1
240804007,209041156,Undirected,72432,,,1
240804007,133913319,Undirected,72433,,,1
240804007,163420963,Undirected,72434,,,1
240804007,246481542,Undirected,72435,,,1
240804007,363654891,Undirected,72436,,,1
240804007,382528021,Undirected,72437,,,1
16132186,7212979,Undirected,72438,,,1
16132186,64849239,Undirected,72439,,,1
16132186,66953272,Undirected,72440,,,1
16132186,82605916,Undirected,72441,,,1
16132186,91115645,Undirected,72442,,,1
16132186,92060343,Undirected,72443,,,1
16132186,92782254,Undirected,72444,,,1
16132186,130229441,Undirected,72445,,,1
16132186,134863454,Undirected,72446,,,1
16132186,135373721,Undirected,72447,,,1
16132186,135446161,Undirected,72448,,,1
16132186,138226638,Undirected,72449,,,1
16132186,138669928,Undirected,72450,,,1
16132186,145979409,Undirected,72451,,,1
16132186,156790498,Undirected,72452,,,1
16132186,182793830,Undirected,72453,,,1
16132186,275146452,Undirected,72454,,,1
16132186,293400897,Undirected,72455,,,1
70075646,66953272,Undirected,72456,,,1
70075646,135373721,Undirected,72457,,,1
70075646,135446161,Undirected,72458,,,1
70075646,144031816,Undirected,72459,,,1
70075646,152288751,Undirected,72460,,,1
70075646,163730915,Undirected,72461,,,1
70075646,167028125,Undirected,72462,,,1
70075646,174085735,Undirected,72463,,,1
70075646,216421160,Undirected,72464,,,1
143468727,66953272,Undirected,72465,,,1
143468727,138226638,Undirected,72466,,,1
143468727,143058833,Undirected,72467,,,1
143468727,144031816,Undirected,72468,,,1
143468727,151886584,Undirected,72469,,,1
143468727,163730915,Undirected,72470,,,1
143468727,167028125,Undirected,72471,,,1
143468727,177494393,Undirected,72472,,,1
143468727,182793830,Undirected,72473,,,1
143468727,217092999,Undirected,72474,,,1
177494393,142632180,Undirected,72475,,,1
177494393,10447459,Undirected,72476,,,1
177494393,71883143,Undirected,72477,,,1
177494393,133913319,Undirected,72478,,,1
177494393,194331076,Undirected,72479,,,1
177494393,218711918,Undirected,72480,,,1
177494393,169422154,Undirected,72481,,,1
177494393,209041156,Undirected,72482,,,1
177494393,169891746,Undirected,72483,,,1
177494393,152362221,Undirected,72484,,,1
293400897,130229441,Undirected,72485,,,1
293400897,10447459,Undirected,72486,,,1
293400897,71883143,Undirected,72487,,,1
293400897,116582327,Undirected,72488,,,1
293400897,194331076,Undirected,72489,,,1
293400897,139133946,Undirected,72490,,,1
293400897,209041156,Undirected,72491,,,1
88096232,66953272,Undirected,72492,,,1
88096232,75635939,Undirected,72493,,,1
88096232,130229441,Undirected,72494,,,1
88096232,131355690,Undirected,72495,,,1
88096232,137948605,Undirected,72496,,,1
88096232,138669928,Undirected,72497,,,1
88096232,142632180,Undirected,72498,,,1
88096232,174093998,Undirected,72499,,,1
88096232,177974964,Undirected,72500,,,1
88096232,181629825,Undirected,72501,,,1
88096232,216421160,Undirected,72502,,,1
88096232,363112213,Undirected,72503,,,1
120179319,7212979,Undirected,72504,,,1
120179319,64849239,Undirected,72505,,,1
120179319,66953272,Undirected,72506,,,1
120179319,75635939,Undirected,72507,,,1
120179319,82605916,Undirected,72508,,,1
120179319,92060343,Undirected,72509,,,1
120179319,92782254,Undirected,72510,,,1
120179319,134863454,Undirected,72511,,,1
120179319,135373721,Undirected,72512,,,1
120179319,135446161,Undirected,72513,,,1
120179319,138226638,Undirected,72514,,,1
120179319,138669928,Undirected,72515,,,1
120179319,142632180,Undirected,72516,,,1
120179319,143058833,Undirected,72517,,,1
120179319,144031816,Undirected,72518,,,1
120179319,145379012,Undirected,72519,,,1
120179319,145993464,Undirected,72520,,,1
120179319,163730915,Undirected,72521,,,1
120179319,167028125,Undirected,72522,,,1
120179319,174085735,Undirected,72523,,,1
120179319,182793830,Undirected,72524,,,1
120179319,217092999,Undirected,72525,,,1
120179319,229471806,Undirected,72526,,,1
120179319,275146452,Undirected,72527,,,1
120179319,298711059,Undirected,72528,,,1
115951892,7212979,Undirected,72529,,,1
115951892,66953272,Undirected,72530,,,1
115951892,75635939,Undirected,72531,,,1
115951892,92060343,Undirected,72532,,,1
115951892,135373721,Undirected,72533,,,1
115951892,135446161,Undirected,72534,,,1
115951892,137948605,Undirected,72535,,,1
115951892,138226638,Undirected,72536,,,1
115951892,142632180,Undirected,72537,,,1
115951892,152288751,Undirected,72538,,,1
115951892,163730915,Undirected,72539,,,1
115951892,174085735,Undirected,72540,,,1
115951892,181619782,Undirected,72541,,,1
115951892,216421160,Undirected,72542,,,1
115951892,335195107,Undirected,72543,,,1
169891746,7212979,Undirected,72544,,,1
169891746,66953272,Undirected,72545,,,1
169891746,75635939,Undirected,72546,,,1
169891746,130229441,Undirected,72547,,,1
169891746,131355690,Undirected,72548,,,1
169891746,135446161,Undirected,72549,,,1
169891746,137948605,Undirected,72550,,,1
169891746,138226638,Undirected,72551,,,1
169891746,138669928,Undirected,72552,,,1
169891746,142632180,Undirected,72553,,,1
169891746,145379012,Undirected,72554,,,1
169891746,151886584,Undirected,72555,,,1
169891746,151978478,Undirected,72556,,,1
169891746,163730915,Undirected,72557,,,1
169891746,174093998,Undirected,72558,,,1
169891746,177974964,Undirected,72559,,,1
169891746,182793830,Undirected,72560,,,1
169891746,217092999,Undirected,72561,,,1
169891746,253298082,Undirected,72562,,,1
169891746,266927028,Undirected,72563,,,1
169891746,280525658,Undirected,72564,,,1
169891746,283089883,Undirected,72565,,,1
169891746,298711059,Undirected,72566,,,1
169891746,335195107,Undirected,72567,,,1
169891746,358001736,Undirected,72568,,,1
275697092,142632180,Undirected,72569,,,1
275697092,168203826,Undirected,72570,,,1
275697092,229471806,Undirected,72571,,,1
275697092,286118912,Undirected,72572,,,1
275697092,326169156,Undirected,72573,,,1
275697092,326193480,Undirected,72574,,,1
275697092,328558533,Undirected,72575,,,1
275697092,339992367,Undirected,72576,,,1
275697092,371326720,Undirected,72577,,,1
275697092,382528021,Undirected,72578,,,1
275697092,406955770,Undirected,72579,,,1
275697092,489091135,Undirected,72580,,,1
145379012,7212979,Undirected,72581,,,1
145379012,10447459,Undirected,72582,,,1
145379012,136208885,Undirected,72583,,,1
145379012,151725827,Undirected,72584,,,1
145379012,65875061,Undirected,72585,,,1
145379012,135892323,Undirected,72586,,,1
145379012,207080978,Undirected,72587,,,1
145379012,82210732,Undirected,72588,,,1
145379012,209041156,Undirected,72589,,,1
145379012,71883143,Undirected,72590,,,1
145379012,133913319,Undirected,72591,,,1
145379012,152362221,Undirected,72592,,,1
145379012,238435946,Undirected,72593,,,1
489373999,130229441,Undirected,72594,,,1
489373999,142632180,Undirected,72595,,,1
489373999,246481542,Undirected,72596,,,1
489373999,303095365,Undirected,72597,,,1
489373999,328558533,Undirected,72598,,,1
489373999,343179231,Undirected,72599,,,1
489373999,406955770,Undirected,72600,,,1
489373999,516746519,Undirected,72601,,,1
489373999,534882288,Undirected,72602,,,1
489373999,550387844,Undirected,72603,,,1
489373999,552532100,Undirected,72604,,,1
489373999,557164485,Undirected,72605,,,1
489373999,559363887,Undirected,72606,,,1
130229441,36102348,Undirected,72607,,,1
130229441,67404479,Undirected,72608,,,1
130229441,40362866,Undirected,72609,,,1
130229441,135161208,Undirected,72610,,,1
130229441,165479849,Undirected,72611,,,1
130229441,251586126,Undirected,72612,,,1
130229441,151725827,Undirected,72613,,,1
130229441,139118476,Undirected,72614,,,1
130229441,135892323,Undirected,72615,,,1
130229441,73272828,Undirected,72616,,,1
130229441,207080978,Undirected,72617,,,1
130229441,24547229,Undirected,72618,,,1
130229441,108180241,Undirected,72619,,,1
130229441,54588236,Undirected,72620,,,1
130229441,10663212,Undirected,72621,,,1
130229441,537728627,Undirected,72622,,,1
130229441,71883143,Undirected,72623,,,1
130229441,205445869,Undirected,72624,,,1
130229441,44784586,Undirected,72625,,,1
130229441,36756507,Undirected,72626,,,1
130229441,152362221,Undirected,72627,,,1
130229441,65109381,Undirected,72628,,,1
130229441,220200611,Undirected,72629,,,1
130229441,406955770,Undirected,72630,,,1
130229441,489091135,Undirected,72631,,,1
130229441,534882288,Undirected,72632,,,1
130229441,559363887,Undirected,72633,,,1
163730915,40362866,Undirected,72634,,,1
163730915,47862023,Undirected,72635,,,1
163730915,136208885,Undirected,72636,,,1
163730915,102318620,Undirected,72637,,,1
163730915,65875061,Undirected,72638,,,1
163730915,73272828,Undirected,72639,,,1
163730915,153204015,Undirected,72640,,,1
163730915,73815532,Undirected,72641,,,1
163730915,112752674,Undirected,72642,,,1
163730915,133913319,Undirected,72643,,,1
163730915,205445869,Undirected,72644,,,1
163730915,53607529,Undirected,72645,,,1
163730915,71474608,Undirected,72646,,,1
163730915,238435946,Undirected,72647,,,1
163730915,73260737,Undirected,72648,,,1
326193480,24547229,Undirected,72649,,,1
326193480,54588236,Undirected,72650,,,1
326193480,263857511,Undirected,72651,,,1
326193480,318186982,Undirected,72652,,,1
326193480,503138605,Undirected,72653,,,1
326193480,311807631,Undirected,72654,,,1
326193480,112463747,Undirected,72655,,,1
326193480,296333445,Undirected,72656,,,1
326193480,537728627,Undirected,72657,,,1
156790498,7212979,Undirected,72658,,,1
156790498,36102348,Undirected,72659,,,1
156790498,40362866,Undirected,72660,,,1
156790498,73815532,Undirected,72661,,,1
156790498,71883143,Undirected,72662,,,1
156790498,67452079,Undirected,72663,,,1
156790498,121715946,Undirected,72664,,,1
112463747,142632180,Undirected,72665,,,1
112463747,168203826,Undirected,72666,,,1
112463747,229471806,Undirected,72667,,,1
112463747,246481542,Undirected,72668,,,1
112463747,253298082,Undirected,72669,,,1
112463747,286118912,Undirected,72670,,,1
112463747,328558533,Undirected,72671,,,1
112463747,339992367,Undirected,72672,,,1
112463747,343179231,Undirected,72673,,,1
112463747,363112213,Undirected,72674,,,1
112463747,553990976,Undirected,72675,,,1
489091135,142632180,Undirected,72676,,,1
489091135,207614125,Undirected,72677,,,1
489091135,2455124,Undirected,72678,,,1
489091135,10447459,Undirected,72679,,,1
489091135,24547229,Undirected,72680,,,1
489091135,54588236,Undirected,72681,,,1
489091135,341065906,Undirected,72682,,,1
489091135,263857511,Undirected,72683,,,1
489091135,503138605,Undirected,72684,,,1
489091135,311807631,Undirected,72685,,,1
489091135,296333445,Undirected,72686,,,1
489091135,537728627,Undirected,72687,,,1
236922007,142632180,Undirected,72688,,,1
236922007,303095365,Undirected,72689,,,1
236922007,343179231,Undirected,72690,,,1
236922007,516746519,Undirected,72691,,,1
236922007,534882288,Undirected,72692,,,1
236922007,550387844,Undirected,72693,,,1
236922007,552532100,Undirected,72694,,,1
236922007,559363887,Undirected,72695,,,1
236922007,566157702,Undirected,72696,,,1
188988354,104467153,Undirected,72697,,,1
188988354,67863405,Undirected,72698,,,1
188988354,121715946,Undirected,72699,,,1
188988354,318186982,Undirected,72700,,,1
188988354,218711918,Undirected,72701,,,1
188988354,169422154,Undirected,72702,,,1
188988354,211194578,Undirected,72703,,,1
188988354,209041156,Undirected,72704,,,1
188988354,268352745,Undirected,72705,,,1
462671487,142632180,Undirected,72706,,,1
462671487,108180241,Undirected,72707,,,1
462671487,126692297,Undirected,72708,,,1
462671487,341065906,Undirected,72709,,,1
462671487,237339816,Undirected,72710,,,1
462671487,263857511,Undirected,72711,,,1
462671487,218711918,Undirected,72712,,,1
462671487,503138605,Undirected,72713,,,1
462671487,255085858,Undirected,72714,,,1
462671487,211194578,Undirected,72715,,,1
462671487,268352745,Undirected,72716,,,1
2455124,168203826,Undirected,72717,,,1
2455124,229471806,Undirected,72718,,,1
2455124,286118912,Undirected,72719,,,1
2455124,328558533,Undirected,72720,,,1
2455124,371326720,Undirected,72721,,,1
2455124,382528021,Undirected,72722,,,1
2455124,459013785,Undirected,72723,,,1
2455124,491562338,Undirected,72724,,,1
210386436,10447459,Undirected,72725,,,1
210386436,24547229,Undirected,72726,,,1
210386436,44784586,Undirected,72727,,,1
210386436,54588236,Undirected,72728,,,1
210386436,71883143,Undirected,72729,,,1
210386436,135161208,Undirected,72730,,,1
210386436,165479849,Undirected,72731,,,1
210386436,537728627,Undirected,72732,,,1
135834460,7212979,Undirected,72733,,,1
135834460,82605916,Undirected,72734,,,1
135834460,91115645,Undirected,72735,,,1
135834460,92060343,Undirected,72736,,,1
135834460,92782254,Undirected,72737,,,1
135834460,134863454,Undirected,72738,,,1
135834460,135446161,Undirected,72739,,,1
135834460,138226638,Undirected,72740,,,1
135834460,145979409,Undirected,72741,,,1
135834460,566157702,Undirected,72742,,,1
534882288,142632180,Undirected,72743,,,1
534882288,36756507,Undirected,72744,,,1
534882288,54588236,Undirected,72745,,,1
534882288,71883143,Undirected,72746,,,1
534882288,264670562,Undirected,72747,,,1
534882288,163420963,Undirected,72748,,,1
246481542,142632180,Undirected,72749,,,1
246481542,168203826,Undirected,72750,,,1
246481542,207614125,Undirected,72751,,,1
246481542,10447459,Undirected,72752,,,1
246481542,24547229,Undirected,72753,,,1
246481542,219738802,Undirected,72754,,,1
246481542,251586126,Undirected,72755,,,1
246481542,341065906,Undirected,72756,,,1
246481542,255355694,Undirected,72757,,,1
246481542,363654891,Undirected,72758,,,1
246481542,459013785,Undirected,72759,,,1
237339816,168203826,Undirected,72760,,,1
237339816,229471806,Undirected,72761,,,1
237339816,253897034,Undirected,72762,,,1
237339816,266927028,Undirected,72763,,,1
237339816,272217186,Undirected,72764,,,1
237339816,298711059,Undirected,72765,,,1
237339816,344955930,Undirected,72766,,,1
237339816,363112213,Undirected,72767,,,1
303095365,24547229,Undirected,72768,,,1
303095365,54588236,Undirected,72769,,,1
303095365,341065906,Undirected,72770,,,1
303095365,251586126,Undirected,72771,,,1
303095365,264670562,Undirected,72772,,,1
112752674,7212979,Undirected,72773,,,1
112752674,66953272,Undirected,72774,,,1
112752674,75635939,Undirected,72775,,,1
112752674,82605916,Undirected,72776,,,1
112752674,91115645,Undirected,72777,,,1
112752674,92060343,Undirected,72778,,,1
112752674,138669928,Undirected,72779,,,1
112752674,142632180,Undirected,72780,,,1
112752674,144031816,Undirected,72781,,,1
112752674,145993464,Undirected,72782,,,1
112752674,182793830,Undirected,72783,,,1
112752674,275146452,Undirected,72784,,,1
174085735,10447459,Undirected,72785,,,1
174085735,40362866,Undirected,72786,,,1
174085735,53607529,Undirected,72787,,,1
174085735,65875061,Undirected,72788,,,1
174085735,73272828,Undirected,72789,,,1
174085735,153204015,Undirected,72790,,,1
174085735,133913319,Undirected,72791,,,1
174085735,205445869,Undirected,72792,,,1
174085735,65109381,Undirected,72793,,,1
174085735,71474608,Undirected,72794,,,1
174085735,238435946,Undirected,72795,,,1
174085735,220200611,Undirected,72796,,,1
135161208,138226638,Undirected,72797,,,1
135161208,145979409,Undirected,72798,,,1
135161208,266927028,Undirected,72799,,,1
135161208,280525658,Undirected,72800,,,1
135161208,344955930,Undirected,72801,,,1
328558533,24547229,Undirected,72802,,,1
328558533,36756507,Undirected,72803,,,1
328558533,54588236,Undirected,72804,,,1
328558533,71883143,Undirected,72805,,,1
328558533,108180241,Undirected,72806,,,1
328558533,341065906,Undirected,72807,,,1
328558533,318186982,Undirected,72808,,,1
328558533,503138605,Undirected,72809,,,1
328558533,255355694,Undirected,72810,,,1
328558533,126692297,Undirected,72811,,,1
65875061,75635939,Undirected,72812,,,1
65875061,135446161,Undirected,72813,,,1
65875061,142632180,Undirected,72814,,,1
65875061,174093998,Undirected,72815,,,1
65875061,174582691,Undirected,72816,,,1
65875061,280525658,Undirected,72817,,,1
145979409,7212979,Undirected,72818,,,1
145979409,40362866,Undirected,72819,,,1
145979409,341065906,Undirected,72820,,,1
145979409,139118476,Undirected,72821,,,1
145979409,47862023,Undirected,72822,,,1
145979409,73815532,Undirected,72823,,,1
145979409,49887802,Undirected,72824,,,1
145979409,67452079,Undirected,72825,,,1
145979409,121715946,Undirected,72826,,,1
145979409,65109381,Undirected,72827,,,1
116582327,142632180,Undirected,72828,,,1
116582327,177974964,Undirected,72829,,,1
116582327,283089883,Undirected,72830,,,1
116582327,339992367,Undirected,72831,,,1
116582327,491562338,Undirected,72832,,,1
122770041,104467153,Undirected,72833,,,1
122770041,71883143,Undirected,72834,,,1
122770041,142632180,Undirected,72835,,,1
122770041,255085858,Undirected,72836,,,1
122770041,169422154,Undirected,72837,,,1
122770041,220200611,Undirected,72838,,,1
122770041,205335204,Undirected,72839,,,1
122770041,335195107,Undirected,72840,,,1
122770041,358001736,Undirected,72841,,,1
122770041,485624626,Undirected,72842,,,1
218711918,104467153,Undirected,72843,,,1
218711918,135446161,Undirected,72844,,,1
218711918,205335204,Undirected,72845,,,1
218711918,280525658,Undirected,72846,,,1
218711918,283089883,Undirected,72847,,,1
218711918,335195107,Undirected,72848,,,1
218711918,358001736,Undirected,72849,,,1
557164485,142632180,Undirected,72850,,,1
557164485,24547229,Undirected,72851,,,1
557164485,36756507,Undirected,72852,,,1
557164485,54588236,Undirected,72853,,,1
557164485,71883143,Undirected,72854,,,1
557164485,108180241,Undirected,72855,,,1
557164485,264670562,Undirected,72856,,,1
557164485,296333445,Undirected,72857,,,1
491562338,142632180,Undirected,72858,,,1
491562338,168203826,Undirected,72859,,,1
491562338,10447459,Undirected,72860,,,1
491562338,10663212,Undirected,72861,,,1
491562338,24547229,Undirected,72862,,,1
491562338,165479849,Undirected,72863,,,1
491562338,169422154,Undirected,72864,,,1
491562338,251586126,Undirected,72865,,,1
491562338,255355694,Undirected,72866,,,1
491562338,537728627,Undirected,72867,,,1
138669928,7212979,Undirected,72868,,,1
138669928,40362866,Undirected,72869,,,1
138669928,70492813,Undirected,72870,,,1
138669928,64073049,Undirected,72871,,,1
138669928,73272828,Undirected,72872,,,1
138669928,73815532,Undirected,72873,,,1
138669928,205445869,Undirected,72874,,,1
138669928,67452079,Undirected,72875,,,1
138669928,121715946,Undirected,72876,,,1
138669928,152362221,Undirected,72877,,,1
138669928,65109381,Undirected,72878,,,1
219738802,142632180,Undirected,72879,,,1
219738802,181619782,Undirected,72880,,,1
219738802,229471806,Undirected,72881,,,1
219738802,272217186,Undirected,72882,,,1
219738802,296561587,Undirected,72883,,,1
219738802,343179231,Undirected,72884,,,1
219738802,406955770,Undirected,72885,,,1
251586126,142632180,Undirected,72886,,,1
251586126,168203826,Undirected,72887,,,1
251586126,238984841,Undirected,72888,,,1
251586126,246134027,Undirected,72889,,,1
251586126,272217186,Undirected,72890,,,1
251586126,296561587,Undirected,72891,,,1
251586126,343179231,Undirected,72892,,,1
251586126,363654891,Undirected,72893,,,1
251586126,552532100,Undirected,72894,,,1
516746519,24547229,Undirected,72895,,,1
516746519,54588236,Undirected,72896,,,1
516746519,71883143,Undirected,72897,,,1
516746519,169422154,Undirected,72898,,,1
516746519,264670562,Undirected,72899,,,1
516746519,296333445,Undirected,72900,,,1
516746519,238435946,Undirected,72901,,,1
10447459,66953272,Undirected,72902,,,1
10447459,82605916,Undirected,72903,,,1
10447459,131355690,Undirected,72904,,,1
10447459,135446161,Undirected,72905,,,1
10447459,138226638,Undirected,72906,,,1
10447459,142632180,Undirected,72907,,,1
10447459,151886584,Undirected,72908,,,1
10447459,177974964,Undirected,72909,,,1
10447459,182793830,Undirected,72910,,,1
10447459,207614125,Undirected,72911,,,1
10447459,216421160,Undirected,72912,,,1
10447459,253298082,Undirected,72913,,,1
10447459,283089883,Undirected,72914,,,1
10447459,363112213,Undirected,72915,,,1
10447459,382528021,Undirected,72916,,,1
10447459,406955770,Undirected,72917,,,1
10447459,485624626,Undirected,72918,,,1
335195107,75635939,Undirected,72919,,,1
335195107,104467153,Undirected,72920,,,1
335195107,71883143,Undirected,72921,,,1
335195107,169422154,Undirected,72922,,,1
335195107,207080978,Undirected,72923,,,1
335195107,152362221,Undirected,72924,,,1
335195107,220200611,Undirected,72925,,,1
559363887,138226638,Undirected,72926,,,1
559363887,142632180,Undirected,72927,,,1
559363887,174582691,Undirected,72928,,,1
559363887,24547229,Undirected,72929,,,1
559363887,71883143,Undirected,72930,,,1
559363887,108180241,Undirected,72931,,,1
559363887,318186982,Undirected,72932,,,1
153204015,66953272,Undirected,72933,,,1
153204015,75635939,Undirected,72934,,,1
153204015,88620017,Undirected,72935,,,1
153204015,137948605,Undirected,72936,,,1
153204015,138226638,Undirected,72937,,,1
153204015,143058833,Undirected,72938,,,1
153204015,152288751,Undirected,72939,,,1
153204015,296561587,Undirected,72940,,,1
153204015,344955930,Undirected,72941,,,1
135892323,75635939,Undirected,72942,,,1
135892323,131355690,Undirected,72943,,,1
135892323,134863454,Undirected,72944,,,1
135892323,138226638,Undirected,72945,,,1
135892323,142632180,Undirected,72946,,,1
135892323,151978478,Undirected,72947,,,1
135892323,177974964,Undirected,72948,,,1
135892323,182793830,Undirected,72949,,,1
135892323,298711059,Undirected,72950,,,1
135892323,339992367,Undirected,72951,,,1
135892323,363112213,Undirected,72952,,,1
73260737,66953272,Undirected,72953,,,1
73260737,75635939,Undirected,72954,,,1
73260737,88620017,Undirected,72955,,,1
73260737,131355690,Undirected,72956,,,1
73260737,137948605,Undirected,72957,,,1
73260737,138226638,Undirected,72958,,,1
73260737,142632180,Undirected,72959,,,1
73260737,152288751,Undirected,72960,,,1
73260737,177974964,Undirected,72961,,,1
73260737,181629825,Undirected,72962,,,1
73260737,182793830,Undirected,72963,,,1
73260737,216421160,Undirected,72964,,,1
73260737,363112213,Undirected,72965,,,1
253897034,36756507,Undirected,72966,,,1
253897034,263857511,Undirected,72967,,,1
253897034,318186982,Undirected,72968,,,1
253897034,503138605,Undirected,72969,,,1
253897034,255355694,Undirected,72970,,,1
253897034,126692297,Undirected,72971,,,1
253897034,255085858,Undirected,72972,,,1
253897034,211194578,Undirected,72973,,,1
253897034,108180241,Undirected,72974,,,1
194331076,167028125,Undirected,72975,,,1
194331076,174093998,Undirected,72976,,,1
194331076,280525658,Undirected,72977,,,1
194331076,298711059,Undirected,72978,,,1
194331076,344955930,Undirected,72979,,,1
194331076,363112213,Undirected,72980,,,1
194331076,485624626,Undirected,72981,,,1
167028125,71474608,Undirected,72982,,,1
167028125,71883143,Undirected,72983,,,1
167028125,205445869,Undirected,72984,,,1
344955930,40362866,Undirected,72985,,,1
344955930,263857511,Undirected,72986,,,1
344955930,47862023,Undirected,72987,,,1
344955930,73815532,Undirected,72988,,,1
344955930,71883143,Undirected,72989,,,1
344955930,133913319,Undirected,72990,,,1
344955930,205445869,Undirected,72991,,,1
344955930,44784586,Undirected,72992,,,1
344955930,220200611,Undirected,72993,,,1
344955930,167894811,Undirected,72994,,,1
71883143,75635939,Undirected,72995,,,1
71883143,104467153,Undirected,72996,,,1
71883143,131355690,Undirected,72997,,,1
71883143,135446161,Undirected,72998,,,1
71883143,138226638,Undirected,72999,,,1
71883143,142632180,Undirected,73000,,,1
71883143,144031816,Undirected,73001,,,1
71883143,151978478,Undirected,73002,,,1
71883143,174093998,Undirected,73003,,,1
71883143,174582691,Undirected,73004,,,1
71883143,182793830,Undirected,73005,,,1
71883143,205335204,Undirected,73006,,,1
71883143,217092999,Undirected,73007,,,1
71883143,238984841,Undirected,73008,,,1
71883143,253298082,Undirected,73009,,,1
71883143,266927028,Undirected,73010,,,1
71883143,280525658,Undirected,73011,,,1
71883143,283089883,Undirected,73012,,,1
71883143,298711059,Undirected,73013,,,1
71883143,339992367,Undirected,73014,,,1
71883143,363112213,Undirected,73015,,,1
71883143,485624626,Undirected,73016,,,1
71883143,550387844,Undirected,73017,,,1
71883143,552532100,Undirected,73018,,,1
71883143,553990976,Undirected,73019,,,1
71883143,566157702,Undirected,73020,,,1
168203826,24547229,Undirected,73021,,,1
168203826,54588236,Undirected,73022,,,1
168203826,341065906,Undirected,73023,,,1
168203826,263857511,Undirected,73024,,,1
168203826,165479849,Undirected,73025,,,1
168203826,318186982,Undirected,73026,,,1
168203826,503138605,Undirected,73027,,,1
168203826,255355694,Undirected,73028,,,1
168203826,126692297,Undirected,73029,,,1
168203826,255085858,Undirected,73030,,,1
168203826,211194578,Undirected,73031,,,1
168203826,167894811,Undirected,73032,,,1
168203826,238984841,Undirected,73033,,,1
168203826,246134027,Undirected,73034,,,1
168203826,286118912,Undirected,73035,,,1
168203826,363654891,Undirected,73036,,,1
168203826,371326720,Undirected,73037,,,1
168203826,406955770,Undirected,73038,,,1
168203826,417693424,Undirected,73039,,,1
168203826,459013785,Undirected,73040,,,1
168203826,553990976,Undirected,73041,,,1
318186982,142632180,Undirected,73042,,,1
318186982,286118912,Undirected,73043,,,1
318186982,326169156,Undirected,73044,,,1
318186982,343179231,Undirected,73045,,,1
318186982,550387844,Undirected,73046,,,1
318186982,552532100,Undirected,73047,,,1
151978478,7212979,Undirected,73048,,,1
151978478,40362866,Undirected,73049,,,1
151978478,139133946,Undirected,73050,,,1
151978478,169422154,Undirected,73051,,,1
151978478,73272828,Undirected,73052,,,1
151978478,207080978,Undirected,73053,,,1
151978478,73815532,Undirected,73054,,,1
151978478,205445869,Undirected,73055,,,1
151978478,163420963,Undirected,73056,,,1
151978478,53607529,Undirected,73057,,,1
151978478,268352745,Undirected,73058,,,1
151978478,152362221,Undirected,73059,,,1
151978478,238435946,Undirected,73060,,,1
296333445,142632180,Undirected,73061,,,1
296333445,296561587,Undirected,73062,,,1
296333445,459013785,Undirected,73063,,,1
