Id,Label,betweenness,degree,closeness
315719045,315719045,0.0010201678633833394,0.05581395348837209,0.40037243947858475
72958115,72958115,0.08073870780414204,0.3069767441860465,0.5569948186528497
268352745,268352745,0.003003988532858416,0.06046511627906977,0.43434343434343436
108180241,108180241,0.0014920137376028201,0.06046511627906977,0.42658730158730157
73272828,73272828,0.013654862146652008,0.16279069767441862,0.5035128805620609
218711918,218711918,0.001497806002037497,0.05581395348837209,0.3966789667896679
275697092,275697092,0.001095266867423244,0.05581395348837209,0.4126679462571977
145379012,145379012,0.004799060891011499,0.09767441860465116,0.46436285097192226
181629825,181629825,0.0005114095910168667,0.046511627906976744,0.42322834645669294
165470998,165470998,0.0036031044090378476,0.06046511627906977,0.4215686274509804
485624626,485624626,0.0025420170298767327,0.06511627906976744,0.46436285097192226
550387844,550387844,0.0007119498471505984,0.046511627906976744,0.40111940298507465
174582691,174582691,0.0028176528466356252,0.07441860465116279,0.4488517745302714
301336888,301336888,0.001022868342158977,0.05581395348837209,0.4142581888246628
537728627,537728627,0.0015317175062875715,0.06511627906976744,0.43434343434343436
122770041,122770041,0.0035128844717232165,0.06976744186046512,0.46436285097192226
196166357,196166357,0.0013226867434316916,0.05581395348837209,0.40186915887850466
94716049,94716049,0.0020329466983019778,0.05581395348837209,0.3966789667896679
163730915,163730915,0.007738740736646488,0.13488372093023254,0.4166666666666667
138669928,138669928,0.002149980393136528,0.08837209302325581,0.40037243947858475
181619782,181619782,0.0020817609118138985,0.046511627906976744,0.43172690763052207
67863405,67863405,0.001128096248443334,0.046511627906976744,0.39162112932604737
165479849,165479849,0.0034570764856499997,0.07441860465116279,0.45073375262054505
151886584,151886584,0.006184601889410262,0.09302325581395349,0.44238683127572015
116582327,116582327,0.001952173211001498,0.046511627906976744,0.4182879377431907
207614125,207614125,0.00140183536194997,0.046511627906976744,0.4291417165668663
319865057,319865057,0.006301983011519562,0.09767441860465116,0.4497907949790795
177974964,177974964,0.007567704418608854,0.11627906976744186,0.4352226720647773
6490104,6490104,0.014754413992895177,0.16744186046511628,0.5218446601941747
16132186,16132186,0.006211159736806712,0.10697674418604651,0.44238683127572015
553990976,553990976,0.0031053609831294972,0.06976744186046512,0.46336206896551724
272217186,272217186,0.006967664404569636,0.08372093023255814,0.4725274725274725
64849239,64849239,0.0006130030079417138,0.05581395348837209,0.37985865724381623
246134027,246134027,0.0011547838053113156,0.05116279069767442,0.43259557344064387
53607529,53607529,0.002234759221046956,0.06046511627906977,0.42658730158730157
92782254,92782254,0.0022546276155720863,0.08372093023255814,0.39233576642335766
225023203,225023203,0.0019146548340778632,0.05581395348837209,0.4378818737270876
263857511,263857511,0.002847078799785327,0.07906976744186046,0.4291417165668663
363112213,363112213,0.010004498519608856,0.13023255813953488,0.4584221748400853
182793830,182793830,0.022602880838964015,0.19534883720930232,0.4853273137697517
120179319,120179319,0.014355991279096248,0.13953488372093023,0.48642533936651583
205445869,205445869,0.025998943960110175,0.20465116279069767,0.5282555282555282
169422154,169422154,0.01084884886604335,0.11627906976744186,0.46637744034707157
170628011,170628011,0.002069574574518579,0.06976744186046512,0.39594843462246776
238435946,238435946,0.0024413924220798044,0.07441860465116279,0.4308617234468938
195488384,195488384,0.0013895794319459989,0.046511627906976744,0.40037243947858475
216421160,216421160,0.0019858178664515225,0.06976744186046512,0.45168067226890757
135446161,135446161,0.017921599219957094,0.16279069767441862,0.46637744034707157
167537977,167537977,0.0013104730127654336,0.046511627906976744,0.38461538461538464
36756507,36756507,0.007668775298268359,0.10697674418604651,0.46637744034707157
174093998,174093998,0.004994571342200657,0.08837209302325581,0.42574257425742573
92060343,92060343,0.0039716357282920615,0.10232558139534884,0.43172690763052207
516746519,516746519,0.0020772181892146652,0.06976744186046512,0.42658730158730157
2455124,2455124,0.0007694431030602814,0.05581395348837209,0.3706896551724138
229471806,229471806,0.0060891024598571835,0.07906976744186046,0.4126679462571977
489091135,489091135,0.003020558225703286,0.07441860465116279,0.4584221748400853
236922007,236922007,0.0008721581157801806,0.05581395348837209,0.424901185770751
296333445,296333445,0.0012210905680178153,0.05116279069767442,0.41030534351145037
219738802,219738802,0.0009039677271220362,0.046511627906976744,0.4142581888246628
503138605,503138605,0.01335184787363184,0.13488372093023254,0.46236559139784944
143058833,143058833,0.002492185977877408,0.08372093023255814,0.39888682745825604
266927028,266927028,0.004945939594985656,0.08372093023255814,0.4215686274509804
66953272,66953272,0.011908154595807848,0.15813953488372093,0.4451345755693582
298711059,298711059,0.004173949177243837,0.08372093023255814,0.43
138226638,138226638,0.0414502892598287,0.24186046511627907,0.5070754716981132
57843405,57843405,0.0022612138068154185,0.06511627906976744,0.4497907949790795
152288751,152288751,0.006026355858503594,0.07441860465116279,0.43259557344064387
151725827,151725827,0.003651616602695703,0.07441860465116279,0.45263157894736844
156790498,156790498,0.001827944530855158,0.05116279069767442,0.4223968565815324
275146452,275146452,0.0007638569403848923,0.05581395348837209,0.38669064748201437
82605916,82605916,0.004402812685293044,0.09767441860465116,0.42322834645669294
139223819,139223819,0.0011234981827779919,0.06046511627906977,0.40186915887850466
264670562,264670562,0.0005726137293363881,0.046511627906976744,0.41505791505791506
163420963,163420963,0.004476074662355082,0.07906976744186046,0.4460580912863071
24547229,24547229,0.01786285400141698,0.17674418604651163,0.49539170506912444
